og_representation,mapping
बेल्वेडियर,Belvedere
बेवेर्ली,Beverley
बेवर्लीपार्क,Beverley Park
भाईदर,Bhaidar
भाईदर,Bhaidar
भांडुप,Bhandup
स्टेशन रोड,Bhandup west
भवन,Bhavan
भाईंदर,Bhayandar
भाईंदर,Bhayandar
भाईंदर,Bhayandar
टी एस,Bhayandar Municipal Corporation
रूम नं,Bhayandar Municipal Corporation
भाइंर्दर,Bhayander
भिवंडी निजामपूर,Bhayander Municipal Corporation
भाईंदरपाडा,Bhayander Pada
भिवंडी,Bhiwandi
भिवंडी,Bhiwandi
बंगला अंधेरी,"Bhiwandi, Thane"
भोईरगांव,Bhoirgaon
ब्लॉक,Block
ब्लॉक,Block
ब्लॉक,Block
ब्लॉक,Block
ब्लॉक,Block
ब्लॉक,Block
बोळींज,Bolinj
बोळींज,Bolinj
अंधेरी,Borivali
बोरीवली,Borivali
बोरीवली,Borivali
बोरीवली,Borivali
बोरीवली,Borivali
बोरीवली,Borivali
एकूण,boundary
सीमा,boundary
सोसायटी,boundary
इमारत,Building
इमारतीचे,Building
इमारतीचे,Building
इमारतीचे,Building
इमारतीचे,Building
बिल्डिंग,Building
बिल्डींग,Building
बिल्डींग,Building
बिल्डींग,Building
बिल्डींग,Building
बिल्डींग,Building
बिल्डींग,Building
मजलाबिल्डींग,Building
शॉप,Building
बिल्डिंग मुंबई,Building Block
मुंबई,Mumbai
इमारतीचे नाव,Building Name
इमारतीचे नाव,Building Name
इमारतीचे नाव,Building Name
इमारतीचे नाव,Building Name
इमारत सन,Building No
बि नं,Building No
बि मजला,Building No
बिल्डिंग ब्लॉक,Building No
म्हाडा कॉलनी,Building No
शॉप नं,Building No
इमारत लाईन,building year
बिल्ट,Built
बिल्ट,Built
बि फि,Built Up
बिल्ट अप,Built Up
बिल्ट अप,Built Up
बिल्ट सर्वे,Built Up
गाव,Built-Up
बिल्टअप,Built-Up
बिल्टअप,Built-Up
बंदर,Bunder
बंगलो,Bungalow
कळवा ठाणे,"Bungalows, Andheri"
सि,C
सि,C
सि,C
सी,C
सी,C
सी,C
सी,C
सी,C
सी,C
सी एच,C H
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सिटीएस,C.T.S
सि.टी.एस.,C.T.S.
सि.टी.एस.,C.T.S.
सि.टी.एस.,C.T.S.
सि.टी.एस.,C.T.S.
सीटीएस,C.T.S.
मिळकत सिटीएस,C.T.S. No
सि.टी.एस. नं,C.T.S. No
सि.टी.एस. नं,C.T.S. No
सिटीएस क्र,C.T.S. No
सिटीएस नं,C.T.S. No
सिटीएस नंबर,C.T.S. No
सिटीएसनं,C.T.S. No
सीटीएस,C.T.S. No
सीटीएस क्र,C.T.S. No
सीझर,Caesar
रद्द,Cancelled
कॅन्टींन,Canteen
कार,Car
कार पार्कींग,Car Parking
कार भाईंदर,Car Parking
कार स्पेस,Car Parking
कारपार्कींग,Car Parking
महावीर नगर,Car Parking
कारपेट,Carpet
कारपेट,Carpet
कारपेट,Carpet
कारपेट,Carpet
कारपेट,Carpet
कारपेट,Carpet
कार्पेट,Carpet
कार्पेट,Carpet
कार्पेट,Carpet
चटई क्षेत्र,Carpet Area
कासा,Casa
सीडी,CD
सेलिब्रेशन,Celebration
संेटर,Center
मध्य,Central
पनवेलजि रायगडक्षेत्र,Central Railway
मध्य क्षेत्र,central railway
शॉपिंग सेंटर,Centre
एस व्ही,CH
चेंबर्स,Chambers
चांदिवली,Chandivali
चांदीवली,Chandivali
चारकोप,Charkop
चारकोप,Charkop
दहिसर पू,Chawl No
केम,Chem
चेंबुर,Chembur
चेंबूर,Chembur
चेंबूर,Chembur
चिकूवाडी,Chikuwadi
चिंचोली बंदर,Chincholi Bunder
स्वामी विवेकानंद,"Chitalsar, Manpada"
चौक,Chowk
झोन नं,CHS Limited
पाचवा मजला,CHS Limited
बांद्रा प,CHS Limited
सिएलो,Cielo
सिटी,City
सिटी,City
सिटी,City
सिटी,City
सिटी,City
क्लासिक,Classic
को-ऑप,Co-Op
को-ऑप,Co-Op
को,Co-Operative
को ऑ,Co-operative
को ऑ,Co-operative
को ऑ,Co-operative
को ऑप,Co-operative
को ऑप,Co-operative
को ओप,Co-operative
को ओप,Co-operative
को नाव,Co-operative
इंडस्ट्रीयल इस्टेट,Co-operative Housing
सहकारी गृहनिर्माण,Co-Operative Housing
हिरानंदानी इस्टेट,Co-operative Housing
कॉ,Co-operative
कोऑप,Co-operative
कोऑप,Co-operative
कोऑपहौसोलि,Co-operative Housing Society Ltd
कोऑपहौसोसालि,Co-operative Housing Society Ltd
कोऑहौसोलि,Co-operative Housing Society Ltd
कॉलनी,Colony
कॉलनी,Colony
कॉलनी,Colony
वसाहत,Colony
कलर,Colour
कमर्शिअल,Commercial
कॉप्लेक्स,Complex
कॉप्लेक्स,Complex
कॉमप्लेक्स,Complex
कॉम्पलेक्स,Complex
कॉम्पलेक्स,Complex
कॉम्पलेक्स,Complex
कॉम्प्लेक्स,Complex
कॉम्प्लेक्स,Complex
कॉम्प्लेक्स,Complex
कॉम्प्लेक्स,Complex
कॉम्प्लेक्स,Complex
कॉम्लेक्स,Complex
कंपाऊंड,Compound
अपार्टमेंट,construction
बांधकाम,Construction
बांधकाम,Construction
बांधकाम,Construction
बांधीव,construction
कोर्टीयार्ड,Courtyard
सहावा मजला,Cross Lane
सीएचएस लीमीटेड,Cross Road
सि टी,CS
तापनवेल जिरायगड,CS No
इंडस्ट्रीयल इस्टेट,CT
गाळा नं,CT
लिंक रोड,CT
आंबेडकर मार्ग,CTS No
सिटीएसनं,CTS No
सीटीएसनं,CTS No
सिंथीया,Cynthia
डी,D
डी डी,D Wing
डी विंग,D Wing
दादर,Dadar
दादर,Dadar
डेफोडिल,Daffodil
ताडहाणू,Dahanu
दहिसर,Dahisar
दहीसर,Dahisar
दहीसर,Dahisar
हाऊस नं,Dahisar East
दातार,Datar
अनामत,Deposit
अनामत,Deposit
अनामत,Deposit
अनामत,Deposit
अनामत,Deposit
अनामत,Deposit
डिपॉझीट,Deposit
डिपॉझीट,Deposit
घसारा,Depreciation
ऑफीस नं,Desai Marg
दिवान,Dewan
धाम,Dham
जिल्हा,District
जिल्हा,District
जिल्हा,District
जिल्,District
घोडबंदर रोड,District Karjat
जि रायगड,district Raigad
जिरायगड,District Raigarh
जिरायगड,District Raigarh
युनिट नं,District Raigarh
जि ठाणे,district Thane
व्ही रोड,District Thane
दिवीन,Divine
डिव्हीजन,Division
विभाग,Division
विभाग,Division
विभाग,Division
विभाग,Division
विभाग,Division
विभाग,Division
विभागाचे,Division
विभागाचे,Division
विभागाचे,Division
विभागाचे,Division
विभागाचे नाव,Division Name
विभागाचे नाव,Division Name
विभागाचे मजला,Division Name
विभागाचे मी,Division Name
दिवाणमान वसई,"Diwanman, Vasai"
दस्त क्र,Document No
दस्त दस्त,Document No
दस्त उपविभागाचे,document number
दस्त क्रमांक,document number
डोंबिवली,Dombivali
डोंबिवली,Dombivali
सि एस,Dombivali Municipal Corporation
डांेबिवली,Dombivli
डॉमनिक,Dominic
डॉ,Dr.
कालावधी,Duration
कालावधी,Duration
कालावधी,Duration
कालावधी,Duration
कालावधी,Duration
कालावधी,Duration
डायनामिक,Dynamic
इ,E
ई,E
जे पी,E Wing
ईस्ट,East
पु,East
पु,East
पु,East
पुर्व,East
पुर्व,East
पुर्वेकडील,East
पुर्वेकडील,East
पुर्वेकडे,East
पू,East
पू,East
पू,East
फ्लॅट,East
पूर्वेस,East Boundary
पूर्वेस,East Boundary
निवासी सदनिका,Residential flat
पूर्व मुंबई,East Mumbai
पूर्वमुंबई,East Mumbai
पूर्वेस,East Road
पूठाणे,East Thane
पूठाणे,East Thane
इस्टर्न एक्प्रेस हायवे,Eastern Express Highway
इको,Eco
इडन,Eden
एकसर,Eksar
एकसर बोरीवली,"Eksar, Borivali"
एलकुंदे,Elkunde
संपुर्ण,Entire
एसेन्झा,Essenza
ईस्टेट,Estate
शास्त्री मार्ग,Evershine City
एक्झिम,EXIM
एक्सप्रेस हायवे,Express Highway
एक्सप्रेस हायवे,Express Highway
एव्हरशाईन सिटी,Express Highway
द्रुतगती महामार्ग,Express Highway
द्रुतगती मार्ग,Express Highway
एक्सटेंशन,Extension
एक्सटेंशन,Extension
एक्स्टेंशन,Extension
एक्स्टेंशन क्लॉज,Extension Clause
एफ,F
एफ,F
घाटकोपर प,F wing
फेरीटेल,Fairytale
फि,Fee
फि,Fee
फी,Fee
फी,Fee
फी,Fee
फी वसूल,Fee Charged
फु,Feet
फु,Feet
फूट,feet
मालाड,feet
फुट बिल्टअप,feet built-up
फायनल,Final
पहिला,1st
पहिले,1st
पहिले,1st
प्रथम,1st
बांधीव,1st
पहिला मजला,1st floor
पहिला मजला,1st floor
क्रमांक,Flat
फल्ॅट,Flat
फल्ॅट,Flat
फल्ॅट,Flat
फ्लॅट,Flat
फ्लॅट,Flat
फ्लॅट,Flat
फ्लॅट,Flat
फ्लॅट,Flat
कार पार्कींग,Flat No
कोलशेत ठाणे,Flat No
पार्कींग स्पेस,Flat No
मजल्यावरील मजल्यावरील,flat on floor
फ्लोअर,Floor
मजला,Floor
मजला,Floor
मजला,Floor
मजला,Floor
मजले,floor
मजले,floor
मजल्या,Floor
माळा,Floor
माळा,Floor
माळा,Floor
माळा,Floor
माळा,Floor
माळा,Floor
भाईंदर महानगरपालीका,floor B Wing
मजलाबिल्डिंग,Floor Building
मजला सोसायटी,Floor D
मजलासदनिका,"Floor, Apartment"
मजलाए,Floors
प्लॉवर,Flower
फुट,foot
फुट,foot
फुट,foot
फुट,foot
चौथा,4th
पी एस,4th Floor
जी,G
जी प्लॉट,G road
गजानन,Gajanan
गजबंधन,Gajbandan
गजबंधन पाथर्ली,Gajbandan Patharli
गाला,Gala
एम जी,Gala No
घर नं,Gala No
गांवदेवी,Gamdevi
गार्डन,Garden
गट,Gat
गट नं,Gat No
गट,Gat Number
गट / भुमापन क्र,Gat Number
गट / स.नं,Gat Number
गट / सर्वे नं,Gat Number
गट /भु क्र,Gat Number
गट /भुमापन क्र,Gat Number
गट क्र,Gat Number
गट क्रं,Gat Number
गट क्रमांक व उपविभाग,Gat Number
गट न,Gat Number
गट नं,Gat Number
गट नं./हिस्सा नं,Gat Number
गट नं/ सर्वे नं,Gat Number
गट नंबर /भु नंबर,Gat Number
गट नंबर सिटीएस नंबर,Gat Number
गट न्,Gat Number
गट भु क्र,Gat Number
गट भुमापन क्र,Gat Number
गट व सव्हेर् नं,Gat Number
गट स नं,Gat Number
गट. नं,Gat Number
गट/ भुमापन क्र,Gat Number
गट/भु क्र,Gat Number
गट/भु नं,Gat Number
गट/भु.क्र,Gat Number
गट/भुमापन क्र,Gat Number
गट/स नं.,Gat Number
गट/सर्व्ह नं,Gat Number
गट/सर्व्हे नं,Gat Number
गट/हिस्सा नं,Gat Number
गट/हिस्सा/सव्हेर् नं,Gat Number
गटन,Gat Number
गटनं,Gat Number
गौरीपाडा,Gauripada
जेमस्टार,Gemstar
घनश्याम,Ghanshyam
घरांेदा,Gharonda
घाटकोपर,Ghatkopar
ठाकुर कॉम्पलेक्स,Ghatkopar West
मालमत्ता क्र,Ghodbunder Road
घोडदेव,Ghoddev
घोडदेव,Ghoddev
गोडाऊन,Godown
गोकुळ,Gokul
गोल्डन,Golden
गोराई,Gorai
गोरेगाव,Goregaon
टि एस,Goregaon East
अंबरनाथ जिल्हा,Goregaon West
ऑफिस नं,Goregaon West
ग्रामपंचायत,Gram Panchayat
ग्रीन,Green
तळ,Ground
तळ,Ground
तळ पू,Ground Floor
तळ मजला,Ground Floor
तळ मजला,Ground Floor
तळ माहिती,Ground Floor
तळमजला,ground floor
तळमजला,ground floor
तळमजला,ground floor
तळमजला,ground floor
तळमजला,ground floor
मजल्यावरील,Ground floor
हि,ground floor
गट नंबर,Group No
गट मिळकती,Group No
गुंठे,Gunthe
एच,H
एच,H
हार्मोनी,Harmony
हेल्थकेअर,Healthcare
हेक्टर,Hectare
हाईट,Height
हाइट्स,Heights
हाईटस,Heights
हाईट्स,Heights
हेरीटेज,Heritage
हेरम्स,Hermes
हाय,High
महामार्ग,Highway
हिल,Hill
हिंदूजा,Hinduja
देसाई मार्ग,Hiranandani Estate
मिरा भाईंदर,Hiranandani Estate
हिरानंदानी इस्टेट,Hiranandani Estate
1ला मजला,Hiranandani Gardens
भुखंड क्र,Hiranandani Gardens
सर्व्हे,Hissa
हि,Hissa
हि न,Hissa No
हि न,Hissa No
हि नं,Hissa No
हि नं,Hissa No
हि क्र,Hissa Number
हि नं,Hissa Number
"हि,न,",Hissa Number
हि. क्र,Hissa Number
हि. नं.,Hissa Number
हि.क्र,Hissa Number
हि.नं.,Hissa Number
"हि.न.पार्ट,स.न.",Hissa Number
हिस्सा क्र,Hissa Number
हिस्सा नं,Hissa Number
होरीझन,Horizon
घर,house
घर,House
हाऊस,House
प्रिमायसेस नं,House No
घर इमारत,House No
घर क्र,House No
हाउसिंग,Housing
हो,Housing
हो,Housing
हौ,Housing
हौसिंग,Housing
एन जी,Housing Society
भांडुप प,Housing Society
शॉपिंग सेंटर,Housing Society
हाऊ सोसा,Housing Society
हाऊS,Housing Society
हौ सीमा,housing society
हौ सो,Housing Society
हौ सो,Housing Society
हौ सोसा,Housing Society
हौ सोसायटी,Housing Society
हौ.सो,Housing Society
हौसिंग सोसायटी,housing society
हौसिंग सोसायटी,Housing Society
हौसिंग सोसायटी,Housing Society
मुलुंड प,HS
हाइद,Hyde
हाईड,Hyde
आय,I
आय,I
आय,I
आय,I
इमीटेशन,Imitation
भिवंडी भिवंडी,in Bhiwandi
सदर हद्द,in the presented document
मिळकत,Income
मिळकत,Income
मिळकत,Income
मिळकत,Income
मिळकत,Income
मिळकत,Income
मिळकतीचे खरेदीखत,Income Description
मिळकतीचे रा,Income Procurement
मिळकती क्षेत्रफळ,income survey
वाढ,Increase
इं,Industrial
इंड,Industrial
इंण्डस्ट्रीयल,Industrial
अंधेरी पु,Industrial Estate
इंडस्ट्रियल अप,Industrial Estate
इंडस्ट्रीयल इस्टेट,Industrial Estate
पनवेलजि रायगड,Industrial Estate
हौ सेासा,Industrial Estate
प्रभाव,Influence
प्रभाव,Influence
माहिती,Information
माहिती,Information
माहिती,Information
माहिती,Information
आयरिस,Iris
आहे,is
आहे,is
आहे,is
आहे,is
आहे,is
आहे,is
जे,J
जे,J
जे,J
जे,J
जय,Jai
जांभळी,Jambli
ज्वेलरी,Jewellery
जेागेश्वरी,Jogeshwari
जोगेश्वरी,Jogeshwari
जोगेश्वरी,Jogeshwari
कोऑप हौ,JP
जुहू,Juhu
जुहू,Juhu
जंक्शन,Junction
ज्योत,Jyot
कळंबोली,Kalamboli
कल्प सिटी,Kalp City
आकुर्ली रोड,"Kalwa, Thane"
कल्याण,Kalyan
कल्याण,Kalyan
कल्याण,Kalyan
कल्याण,Kalyan
इमारत क्र,Kalyan Dombivali
कामतघर,Kamatghar
लोखंडवाला टाऊनशिप,Kamothe Taluka
कनाकिया,Kanakiya
कांदिवली,Kandivali
कांदिवली,Kandivali
कांदिवली,Kandivali
कांदिवली,Kandivali
कांदिवली,Kandivali
कांदीवली,Kandivali
जिल्हा रायगड,Kandivali East
कांजुरमार्ग,Kanjurmarg
ताकर्जत,Karjat
द्रुतगती महामार्ग,Karjat Taluka
कासगाव,Kasgaon
फलॅट नं,Kavesar Thane
खालापुर,Khalapur
खालापुर,Khalapur
खार,Khar
खार,Khar
खारघर,Kharghar
खारी,Khari
खारी,Khari
खारीगांव,Kharigaon
खारपाले,Kharpale
खोपेाली,Khopoli
फलॅट नंबर,Kirol Ghatkopar
बी वींग,Kirol Kurla
के के,KK
कावेसर ठाणे,Kolshet Thane
कोपरखैरणे,Koparkhairane
कोपरखैरने,Koparkhairane
कोपराखैरणे,Koparkhairane
कृपा,Kripa
कृष्णा,Krishna
क्षितीज,Kshitij
कुळगांव,Kulgaon
कुळगांव,Kulgaon
कुळगांव,Kulgaon
कुंज,Kunj
कुरगांव,Kurgaon
कुर्ला,Kurla
कुर्ला,Kurla
कुर्ला,Kurla
कुर्ला,Kurla
एल,L
एल,L
एल,L
एल,L
लेक,Lake
लक्ष्मी,Lakshmi
मार्वे रोड,Lal Bahadur
जमिन,Land
जमीन,Land
जुना,Land
भु,Land
भु,Land
लँडब्रीझ,Land Breeze
जमिन प्रकार,Land Income
जमीन अप,Land Income
जमिन मीटर,Land Type
लेन,Lane
लेआउट,Layout
लेआऊट,Layout
पु मुं,LB
ता उरण,LBS Marg
भाडेकरार,Lease Agreement
लायसन्स,License
लायसन्स पार्किंग,License Fee
लायसन्स फी,License Fee
लायसन्स वर्णन,License Fee
लाईफ,Life
लिफ,Life
लाईफस्टाईल,Lifestyle
लि,Limited
लि,Limited
लिमिटेड,Limited
ली,Limited
लीमीटेड,Limited
लाईन,Line
लाईन,Line
लाईन,Line
लाईन,Line
नवी,link
लिंक,link
लिंक,Link
लींक,Link
लिंक मजला,link road
लिव्ह,Live
लॉजिंग,Lodging
लोढा,Lodha
लोखंडवाला,Lokhandwala
सीटीएस नं,Lokhandwala Township
स्वामी विवेकानंद,Lokhandwala Township
सीएचएस लिमिटेड,LokmanyaTilak
लोअर परेल,Lower Parel
वार्ड क्र,Lower Parel
लिमिटेड,Ltd
लिमिटेड,Ltd
ली,Ltd
ली,Ltd
ली,Ltd
लिप्लॉट,Ltd Plot
लिप्लॉट,Ltd Plot
एम,M
एम,M
एम,M
एम,M
एम जी,M G
मिटर,metre
महाकाली,Mahakali
सिएस नं,Mahavir Nagar
माहिम,Mahim
माहीम,Mahim
मुळ क्रमांक,main document
मुळ दस्त,main document
माजीवडे,Majiwada
मंदिर रोड,"Majiwada, Thane"
मालाड,Malad
मालाड,Malad
मालाड,Malad
मालाड,Malad
मालाड,Malad
लिंक,Malad
मालाड दक्षिण,Malad South
मॉल,Mall
मालवणी,Malwani
ता कर्जत,Mandir Road
मंगल,Mangal
माणगांव,Mangaon
माणगांव,Mangaon
मानपाडा,Manpada
मानपाडा ठाणे,Manpada Thane
मॅन्युफॅक्चरर्स,Manufacturers
मॅरेथॉन,Marathon
मार्ग,Marg
मार्ग,Marg
मार्ग,Marg
मार्ग,Marg
मार्ग,Marg
मार्ग,Marg
मार्ग,Marg
मार्केट,Market
मार्केटिंग,Marketing
मरोळ,Marol
मरोळ,Marol
हिरानंदानी गार्डन्स,Marve Road
मार्व्हल,Marvel
माटुंगा,Matunga
मौजे,Mauje
मौजे,Mauje
मौजे,Mauje
मौजे,Mauje
मौजे,Mauje
मौजे,Mauje
मॅक्स,Max
माझगांव,Mazgaon
मॅडोस,Meadows
पार्क,Meaning
म्हणजेच,Meaning
म्हणजेच,Meaning
मि,Meter
मि,Meter
मी,Meter
मी,Meter
मी,Meter
मी,Meter
मीटर,Meters
कल्याण डोंबिवली,MG
हिरानंदानी गार्डन्स,MHADA Colony
एम.आय.डी.सी,MIDC
मध्दे,middle
मध्दे,middle
मध्दे,middle
मध्दे,middle
मिल्टरी,Military
मिरा,Mira
मिरा,Mira
डोंबिवली महानगरपालिका,Mira Bhayandar
रेल्वे लाईन,Mira Bhayandar
मिरा मीटर,Mira Road
मिरारोड,Mira Road
मिरारोड,Mira Road
मीरा रोड,Mira Road
मिरा रोड,Mira-Bhayandar
मोहन,Mohan
मासिक,Monthly
मासिक,Monthly
मासिक,Monthly
मासिक,Monthly
मासिक,Monthly
मासिक,Monthly
मासीक,Monthly
मा भाडे,Monthly Rent
मासीक भाडे,Monthly Rent
महिने,months
महिने,months
महिने,months
महिने,months
महिने,months
महिने,months
महिन्या,Months
महिन्या,Months
महिन्याकरिता,Months
महीने,Months
महीने,Months
महीने,Months
गहाणखत,Mortgage
मोझेस,Moses
श्री उपविभागाचे,Mr. Ganesh
मुलुंड,Mulund
मुलुंड,Mulund
मुलुंड,Mulund
मुलुंड,Mulund
चौ मीटर,Mulund East
मुम्बई,Mumbai
मुं101,Mumbai 101
मुं67,Mumbai-67
मुं-68,Mumbai-68
महानगर,Municipal
महानगर पालिका,Municipal Corporation
महानगरपालिका,Municipal Corporation
महानगरपालिका,Municipal Corporation
महानगरपालिका,Municipal Corporation
भाईंदर महानगरपालीका,Municipal Corporation Sub-Division
वेस्ट मुंबई,Municipal Corporation Sub-Division
नगरपालिका,Municipality
नगरपालिका,Municipality
नगरपालीका,Municipality
कांदीवली पू,NA
नगर,Nagar
नगर,Nagar
नगर,Nagar
नगर,Nagar
नगर,Nagar
नगर,Nagar
नगरी,Nagari
नाका,Naka
नालासोपारा,Nala Sopara
नालासोपारा,Nala Sopara
नालासेापारा,Nalasopara
नालासेापारा,Nalasopara
नालासोपारा,Nalasopara
गावाचे पार्किंग,Name of the village
नेन्सी,Nancy
राष्ट्रीय,National
राष्ट्रीय उदयान,National Park
नौपाडा,Naupada
नवघर,Navghar
नवी,Navi
नवी,Navi
बिल्डिंग,Building
नवी मुंबई,Navi Mumbai
नवी मुंबई,Navi Mumbai
नवी रोड,New Road
नवीमुंबई,Navi Mumbai
नेपच्युन,Neptune
नेरळ,Neral
नेरुळ,Nerul
नेसबीत,Nesbit
नविन,New
नविन,New
नवीन,New
नवीन,New
न्यु,New
न्यु,New
न्यू,New
सीएचएस लीमीटेड,New Link
नवीन केल्याप्रमाणे,New Panvel
नवीन पनवेल,New Survey
नेक्स्ट टू,Next To
रुम नं,NG
निळेमोरे,Nilemore
निळजे,Nilje
निजामपूर,Nizampur
ता महाड,Nizampur Bhiwandi
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्रमांक,No
क्रमांक,No
क्रमांक,No
क्रमांक,No
क्रमांक,No
तळ,Ground
तळ,Ground
न,No
न,No
न,No
न,No
न,No
न,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नंबर,No
नंबर,No
नंबर,No
नंबर,No
नंबर,No
नंबर,No
सदनिका,Flat
सदनिका,Flat
हिस्सा,No
बिनशेतीच्या,No Farmland
बिनशेतीच्या,No Farmland
क्र1,No. 1
बिनशेती,non-agricultural
बिनशेती,non-agricultural
बिनशेती नं,non-agricultural plot
प मुं,North Mumbai
पु मुं,North Mumbai
पू मुं,North Mumbai
पूर्व मुंबई,North Mumbai
नोंद,Note
दस्तात दस्तात,noted in document
दस्तात नमुद,noted in document
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्र,No
क्रं,No
क्रं,No
न,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नं,No
नबंर,No
न्,No
नं डी,No D
नं रोड,No G
नं नं,No 3
आचोळे,Ochole
आचोळे,Ochole
चे,of
चे,of
रू,of
कुर्ला जी,of Kurla sub division
अंधेरी उपविभागाचे,of the Andheri subdivision
अंधेरी प्लॉट,of the Andheri subdivision
बोरीवली उपविभागाचे,of the Borivali sub division
बोरीवली नं,of the Borivali sub division
या कारपेट,of these
या पैकी,of these
ऑफ,Off
ऑफ,Off
ऑफ,Off
ऑफ,off
ऑफ,off
ऑफिस,Office
ऒफ़ीस,Office
ई विंग,Office No
पहीला मजला,Office No
जुना,Old
जुना,Old
जुने,Old
जुन्या,Old
ओम,Om
ओम साई,Om Sai
पहिल्या मजल्यावरील,on 1st floor
मजल्या गणेश,on the floor
तळ फूट,on the ground floor
तळमजल्यावरील,On the ground floor
या सदनिका,on this
हद्द,on this
यावरील येथील,on this Mr.
खुली,Open
खुली जमीन,Open Land
ओपन,Open
ओपन र्सव्हे,Open Terrace
ओप,Operative
ओप,Operative
ऑ हौ,Operative Housing
ऑ हौ,Operative Housing
ऑप हाऊ,Operative Housing
ऑप हौ,Operative Housing
ऑप हौ,Operative Housing
विलेपार्ले पू,Operative Housing
